wave(um) flux(mJy) ABmag
5.5013 5.492852e-05 27.051
5.5020 5.512469e-05 27.047
5.5027 5.516234e-05 27.046
5.5034 5.467844e-05 27.055
5.5041 5.487657e-05 27.052
5.5048 5.497304e-05 27.050
5.5055 5.460650e-05 27.057
5.5062 5.489712e-05 27.051
5.5069 5.504284e-05 27.048
5.5076 5.473311e-05 27.054
5.5083 5.499306e-05 27.049
5.5090 5.498995e-05 27.049
5.5097 5.454902e-05 27.058
5.5104 5.474788e-05 27.054
5.5111 5.477043e-05 27.054
5.5118 5.433500e-05 27.062
5.5125 5.447508e-05 27.060
5.5132 5.454693e-05 27.058
5.5139 5.419501e-05 27.065
5.5146 5.452499e-05 27.059
5.5153 5.481570e-05 27.053
5.5160 5.453722e-05 27.058
5.5167 5.473523e-05 27.054
5.5174 5.475082e-05 27.054
5.5181 5.434732e-05 27.062
5.5188 5.456352e-05 27.058
5.5195 5.465418e-05 27.056
5.5202 5.420217e-05 27.065
5.5209 5.436947e-05 27.062
5.5216 5.450356e-05 27.059
5.5223 5.415445e-05 27.066
5.5230 5.436341e-05 27.062
5.5237 5.437067e-05 27.062
5.5244 5.386781e-05 27.072
5.5251 5.389780e-05 27.071
5.5258 5.378483e-05 27.073
5.5265 5.329909e-05 27.083
5.5272 5.360430e-05 27.077
5.5279 5.385443e-05 27.072
5.5286 5.361284e-05 27.077
5.5293 5.402440e-05 27.069
5.5300 5.418014e-05 27.065
5.5307 5.379433e-05 27.073
5.5314 5.407105e-05 27.068
5.5321 5.413360e-05 27.066
5.5328 5.373592e-05 27.074
5.5335 5.404806e-05 27.068
5.5342 5.418737e-05 27.065
5.5349 5.376224e-05 27.074
5.5356 5.391223e-05 27.071
5.5363 5.391967e-05 27.071
5.5370 5.349676e-05 27.079
5.5377 5.369876e-05 27.075
5.5384 5.368189e-05 27.075
5.5391 5.318531e-05 27.086
5.5398 5.358663e-05 27.077
5.5405 5.379615e-05 27.073
5.5412 5.341572e-05 27.081
5.5419 5.356336e-05 27.078
5.5426 5.350537e-05 27.079
5.5433 5.322850e-05 27.085
5.5440 5.362262e-05 27.077
5.5447 5.385149e-05 27.072
5.5454 5.352631e-05 27.079
5.5461 5.374271e-05 27.074
5.5468 5.380844e-05 27.073
5.5475 5.339737e-05 27.081
5.5482 5.368071e-05 27.075
5.5489 5.380547e-05 27.073
5.5496 5.338340e-05 27.081
5.5503 5.358596e-05 27.077
5.5510 5.358781e-05 27.077
5.5517 5.318766e-05 27.085
5.5524 5.351041e-05 27.079
5.5531 5.366941e-05 27.076
5.5538 5.340267e-05 27.081
5.5545 5.373885e-05 27.074
5.5552 5.375606e-05 27.074
5.5559 5.325546e-05 27.084
5.5566 5.342390e-05 27.081
5.5573 5.352502e-05 27.079
5.5580 5.313856e-05 27.086
5.5587 5.339616e-05 27.081
5.5594 5.348952e-05 27.079
5.5601 5.309849e-05 27.087
5.5608 5.327651e-05 27.084
5.5615 5.320256e-05 27.085
5.5622 5.288664e-05 27.092
5.5629 5.327598e-05 27.084
5.5636 5.347619e-05 27.080
5.5643 5.313428e-05 27.087
5.5650 5.339899e-05 27.081
5.5657 5.353815e-05 27.078
5.5664 5.328275e-05 27.084
5.5671 5.361078e-05 27.077
5.5678 5.371423e-05 27.075
5.5685 5.337634e-05 27.082
5.5692 5.361322e-05 27.077
5.5699 5.363673e-05 27.076
5.5706 5.332971e-05 27.083
5.5713 5.365035e-05 27.076
5.5720 5.376153e-05 27.074
5.5727 5.334751e-05 27.082
5.5734 5.356660e-05 27.078
5.5741 5.364110e-05 27.076
5.5748 5.332562e-05 27.083
5.5755 5.365456e-05 27.076
5.5762 5.383294e-05 27.072
5.5769 5.362673e-05 27.077
5.5776 5.395532e-05 27.070
5.5783 5.407066e-05 27.068
5.5790 5.373124e-05 27.074
5.5797 5.409475e-05 27.067
5.5804 5.427972e-05 27.063
5.5811 5.395281e-05 27.070
5.5818 5.419935e-05 27.065
5.5825 5.431495e-05 27.063
5.5832 5.397911e-05 27.069
5.5839 5.413177e-05 27.066
5.5846 5.412409e-05 27.067
5.5853 5.370166e-05 27.075
5.5860 5.403969e-05 27.068
5.5867 5.419091e-05 27.065
5.5874 5.388319e-05 27.071
5.5881 5.418002e-05 27.065
5.5888 5.432069e-05 27.063
5.5895 5.395656e-05 27.070
5.5902 5.419176e-05 27.065
5.5909 5.416386e-05 27.066
5.5916 5.384816e-05 27.072
5.5923 5.426837e-05 27.064
5.5930 5.444435e-05 27.060
5.5937 5.415533e-05 27.066
5.5944 5.440715e-05 27.061
5.5951 5.443461e-05 27.060
5.5958 5.395554e-05 27.070
5.5965 5.417966e-05 27.065
5.5972 5.410771e-05 27.067
5.5979 5.360403e-05 27.077
5.5986 5.376144e-05 27.074
5.5993 5.383315e-05 27.072
5.6000 5.361622e-05 27.077
5.6007 5.403170e-05 27.068
5.6014 5.420597e-05 27.065
5.6021 5.394166e-05 27.070
5.6028 5.425267e-05 27.064
5.6035 5.441641e-05 27.061
5.6042 5.410406e-05 27.067
5.6049 5.426451e-05 27.064
5.6056 5.432067e-05 27.063
5.6063 5.399584e-05 27.069
5.6070 5.429512e-05 27.063
5.6077 5.439796e-05 27.061
5.6084 5.411354e-05 27.067
5.6091 5.441314e-05 27.061
5.6098 5.453354e-05 27.058
5.6105 5.422760e-05 27.064
5.6112 5.450878e-05 27.059
5.6119 5.459514e-05 27.057
5.6126 5.418723e-05 27.065
5.6133 5.444463e-05 27.060
5.6140 5.454904e-05 27.058
5.6147 5.425489e-05 27.064
5.6154 5.454529e-05 27.058
5.6161 5.455589e-05 27.058
5.6168 5.411566e-05 27.067
5.6175 5.424552e-05 27.064
5.6182 5.420538e-05 27.065
5.6189 5.383026e-05 27.072
5.6196 5.412107e-05 27.067
5.6203 5.434746e-05 27.062
5.6210 5.424567e-05 27.064
5.6217 5.462659e-05 27.056
5.6224 5.477604e-05 27.054
5.6231 5.444515e-05 27.060
5.6238 5.469254e-05 27.055
5.6245 5.476693e-05 27.054
5.6252 5.448724e-05 27.059
5.6259 5.482722e-05 27.053
5.6266 5.487966e-05 27.051
5.6273 5.447481e-05 27.060
5.6280 5.465498e-05 27.056
5.6287 5.472296e-05 27.055
5.6294 5.442370e-05 27.061
5.6301 5.467844e-05 27.055
5.6308 5.465504e-05 27.056
5.6315 5.415784e-05 27.066
5.6322 5.426829e-05 27.064
5.6329 5.421824e-05 27.065
5.6336 5.396299e-05 27.070
5.6343 5.443903e-05 27.060
5.6350 5.470458e-05 27.055
5.6357 5.448079e-05 27.059
5.6364 5.485634e-05 27.052
5.6371 5.490619e-05 27.051
5.6378 5.458901e-05 27.057
5.6385 5.481025e-05 27.053
5.6392 5.487540e-05 27.052
5.6399 5.444941e-05 27.060
5.6406 5.465722e-05 27.056
5.6413 5.468698e-05 27.055
5.6420 5.428876e-05 27.063
5.6427 5.454300e-05 27.058
5.6434 5.464950e-05 27.056
5.6441 5.429801e-05 27.063
5.6448 5.453549e-05 27.058
5.6455 5.461435e-05 27.057
5.6462 5.421682e-05 27.065
5.6469 5.435880e-05 27.062
5.6476 5.436580e-05 27.062
5.6483 5.396533e-05 27.070
5.6490 5.418280e-05 27.065
5.6497 5.419066e-05 27.065
5.6504 5.388321e-05 27.071
5.6511 5.412425e-05 27.067
5.6518 5.405153e-05 27.068
5.6525 5.361297e-05 27.077
5.6532 5.386045e-05 27.072
5.6539 5.412447e-05 27.067
5.6546 5.388155e-05 27.071
5.6553 5.419723e-05 27.065
5.6560 5.418650e-05 27.065
5.6567 5.382112e-05 27.073
5.6574 5.405609e-05 27.068
5.6581 5.410345e-05 27.067
5.6588 5.376214e-05 27.074
5.6595 5.400248e-05 27.069
5.6602 5.407839e-05 27.067
5.6609 5.391321e-05 27.071
5.6616 5.424665e-05 27.064
5.6623 5.430920e-05 27.063
5.6630 5.395919e-05 27.070
5.6637 5.412913e-05 27.066
5.6644 5.408216e-05 27.067
5.6651 5.367529e-05 27.076
5.6658 5.392264e-05 27.071
5.6665 5.400093e-05 27.069
5.6672 5.367024e-05 27.076
5.6679 5.383552e-05 27.072
5.6686 5.385265e-05 27.072
5.6693 5.361429e-05 27.077
5.6700 5.402095e-05 27.069
5.6707 5.430990e-05 27.063
5.6714 5.412924e-05 27.066
5.6721 5.441597e-05 27.061
5.6728 5.439415e-05 27.061
5.6735 5.399385e-05 27.069
5.6742 5.419440e-05 27.065
5.6749 5.426332e-05 27.064
5.6756 5.403843e-05 27.068
5.6763 5.433104e-05 27.062
5.6770 5.440047e-05 27.061
5.6777 5.397553e-05 27.070
5.6784 5.414184e-05 27.066
5.6791 5.417024e-05 27.066
5.6798 5.384640e-05 27.072
5.6805 5.410817e-05 27.067
5.6812 5.412517e-05 27.067
5.6819 5.387206e-05 27.072
5.6826 5.425035e-05 27.064
5.6833 5.431790e-05 27.063
5.6840 5.391094e-05 27.071
5.6847 5.409632e-05 27.067
5.6854 5.419831e-05 27.065
5.6861 5.395102e-05 27.070
5.6868 5.402883e-05 27.068
5.6875 5.396158e-05 27.070
5.6882 5.362796e-05 27.077
5.6889 5.392388e-05 27.071
5.6896 5.394258e-05 27.070
5.6903 5.361579e-05 27.077
5.6910 5.380821e-05 27.073
5.6917 5.366392e-05 27.076
5.6924 5.316752e-05 27.086
5.6931 5.327740e-05 27.084
5.6938 5.320779e-05 27.085
5.6945 5.297214e-05 27.090
5.6952 5.331674e-05 27.083
5.6959 5.357576e-05 27.078
5.6966 5.325261e-05 27.084
5.6973 5.337886e-05 27.082
5.6980 5.319329e-05 27.085
5.6987 5.280695e-05 27.093
5.6994 5.307397e-05 27.088
5.7001 5.319499e-05 27.085
5.7008 5.291104e-05 27.091
5.7015 5.305393e-05 27.088
5.7022 5.304166e-05 27.088
5.7029 5.262629e-05 27.097
5.7036 5.275436e-05 27.094
5.7043 5.272930e-05 27.095
5.7050 5.260556e-05 27.097
5.7057 5.290239e-05 27.091
5.7064 5.265531e-05 27.096
5.7071 5.216886e-05 27.106
5.7078 5.226633e-05 27.104
5.7085 5.228237e-05 27.104
5.7092 5.215167e-05 27.107
5.7099 5.266581e-05 27.096
5.7106 5.273499e-05 27.095
5.7113 5.219877e-05 27.106
5.7120 5.193455e-05 27.111
5.7127 5.167299e-05 27.117
5.7134 5.121626e-05 27.126
5.7141 5.141317e-05 27.122
5.7148 5.170022e-05 27.116
5.7155 5.189094e-05 27.112
5.7162 5.261329e-05 27.097
5.7169 5.277319e-05 27.094
5.7176 5.235832e-05 27.103
5.7183 5.231001e-05 27.104
5.7190 5.250627e-05 27.099
5.7197 5.253480e-05 27.099
5.7204 5.300431e-05 27.089
5.7211 5.337076e-05 27.082
5.7218 5.314855e-05 27.086
5.7225 5.318507e-05 27.086
5.7232 5.276461e-05 27.094
5.7239 5.221355e-05 27.106
5.7246 5.225868e-05 27.105
5.7253 5.244734e-05 27.101
5.7260 5.231416e-05 27.103
5.7267 5.276733e-05 27.094
5.7274 5.289529e-05 27.091
5.7281 5.242713e-05 27.101
5.7288 5.252664e-05 27.099
5.7295 5.269687e-05 27.096
5.7302 5.247104e-05 27.100
5.7309 5.248610e-05 27.100
5.7316 5.230257e-05 27.104
5.7323 5.229285e-05 27.104
5.7330 5.298618e-05 27.090
5.7337 5.331827e-05 27.083
5.7344 5.297960e-05 27.090
5.7351 5.314799e-05 27.086
5.7358 5.286255e-05 27.092
5.7365 5.244932e-05 27.101
5.7372 5.268173e-05 27.096
5.7379 5.276968e-05 27.094
5.7386 5.248358e-05 27.100
5.7393 5.293362e-05 27.091
5.7400 5.318742e-05 27.085
5.7407 5.335161e-05 27.082
5.7414 5.405018e-05 27.068
5.7421 5.445535e-05 27.060
5.7428 5.431637e-05 27.063
5.7435 5.460275e-05 27.057
5.7442 5.463191e-05 27.056
5.7449 5.286457e-05 27.092
5.7456 5.310527e-05 27.087
5.7463 5.301082e-05 27.089
5.7470 5.254989e-05 27.099
5.7477 5.271195e-05 27.095
5.7484 5.260886e-05 27.097
5.7491 5.230530e-05 27.104
5.7498 5.251408e-05 27.099
5.7505 5.238981e-05 27.102
5.7512 5.195777e-05 27.111
5.7519 5.195278e-05 27.111
5.7526 5.168669e-05 27.117
5.7533 5.097942e-05 27.132
5.7540 5.081194e-05 27.135
5.7547 5.050710e-05 27.142
5.7554 4.991640e-05 27.154
5.7561 5.008415e-05 27.151
5.7568 5.014086e-05 27.150
5.7575 4.963039e-05 27.161
5.7582 4.952095e-05 27.163
5.7589 4.905149e-05 27.173
5.7596 4.848378e-05 27.186
5.7603 4.884709e-05 27.178
5.7610 4.938474e-05 27.166
5.7617 4.961280e-05 27.161
5.7624 5.053793e-05 27.141
5.7631 5.100171e-05 27.131
5.7638 5.098124e-05 27.131
5.7645 5.186325e-05 27.113
5.7652 5.235416e-05 27.103
5.7659 5.240700e-05 27.102
5.7666 5.287105e-05 27.092
5.7673 5.310317e-05 27.087
5.7680 5.288035e-05 27.092
5.7687 5.309123e-05 27.087
5.7694 5.288287e-05 27.092
5.7701 5.254600e-05 27.099
5.7708 5.299025e-05 27.090
5.7715 5.335920e-05 27.082
5.7722 5.324367e-05 27.084
5.7729 5.352086e-05 27.079
5.7736 5.361599e-05 27.077
5.7743 5.348144e-05 27.079
5.7750 5.387374e-05 27.072
5.7757 5.386033e-05 27.072
5.7764 5.334048e-05 27.082
5.7771 5.336950e-05 27.082
5.7778 5.319445e-05 27.085
5.7785 5.281728e-05 27.093
5.7792 5.297394e-05 27.090
5.7799 5.294687e-05 27.090
5.7806 5.274602e-05 27.095
5.7813 5.331444e-05 27.083
5.7820 5.359453e-05 27.077
5.7827 5.345370e-05 27.080
5.7834 5.365274e-05 27.076
5.7841 5.362326e-05 27.077
5.7848 5.334036e-05 27.082
5.7855 5.351968e-05 27.079
5.7862 5.353001e-05 27.079
5.7869 5.327933e-05 27.084
5.7876 5.354023e-05 27.078
5.7883 5.345134e-05 27.080
5.7890 5.294542e-05 27.090
5.7897 5.289322e-05 27.091
5.7904 5.253167e-05 27.099
5.7911 5.185331e-05 27.113
5.7918 5.189999e-05 27.112
5.7925 5.186944e-05 27.113
5.7932 5.166833e-05 27.117
5.7939 5.214435e-05 27.107
5.7946 5.233152e-05 27.103
5.7953 5.203197e-05 27.109
5.7960 5.227477e-05 27.104
5.7967 5.211157e-05 27.108
5.7974 5.183521e-05 27.113
5.7981 5.228561e-05 27.104
5.7988 5.242320e-05 27.101
5.7995 5.220346e-05 27.106
5.8002 5.241018e-05 27.101
5.8009 5.233582e-05 27.103
5.8016 5.181393e-05 27.114
5.8023 5.206384e-05 27.109
5.8030 5.226204e-05 27.105
5.8037 5.220571e-05 27.106
5.8044 5.260631e-05 27.097
5.8051 5.258897e-05 27.098
5.8058 5.205513e-05 27.109
5.8065 5.224448e-05 27.105
5.8072 5.254299e-05 27.099
5.8079 5.247499e-05 27.100
5.8086 5.287524e-05 27.092
5.8093 5.292211e-05 27.091
5.8100 5.259912e-05 27.098
5.8107 5.284710e-05 27.092
5.8114 5.272004e-05 27.095
5.8121 5.221648e-05 27.105
5.8128 5.236659e-05 27.102
5.8135 5.220233e-05 27.106
5.8142 5.192713e-05 27.112
5.8149 5.239494e-05 27.102
5.8156 5.268870e-05 27.096
5.8163 5.255201e-05 27.099
5.8170 5.283464e-05 27.093
5.8177 5.269636e-05 27.096
5.8184 5.225263e-05 27.105
5.8191 5.261893e-05 27.097
5.8198 5.274108e-05 27.095
5.8205 5.235303e-05 27.103
5.8212 5.261153e-05 27.097
5.8219 5.259996e-05 27.098
5.8226 5.221425e-05 27.106
5.8233 5.236274e-05 27.102
5.8240 5.218462e-05 27.106
5.8247 5.188151e-05 27.112
5.8254 5.218092e-05 27.106
5.8261 5.248783e-05 27.100
5.8268 5.249155e-05 27.100
5.8275 5.294103e-05 27.091
5.8282 5.279199e-05 27.094
5.8289 5.234335e-05 27.103
5.8296 5.269969e-05 27.095
5.8303 5.275091e-05 27.094
5.8310 5.243449e-05 27.101
5.8317 5.253652e-05 27.099
5.8324 5.241730e-05 27.101
5.8331 5.210583e-05 27.108
5.8338 5.253254e-05 27.099
5.8345 5.287964e-05 27.092
5.8352 5.281607e-05 27.093
5.8359 5.323122e-05 27.085
5.8366 5.316174e-05 27.086
5.8373 5.285866e-05 27.092
5.8380 5.324485e-05 27.084
5.8387 5.333100e-05 27.083
5.8394 5.314711e-05 27.086
5.8401 5.338370e-05 27.081
5.8408 5.336514e-05 27.082
5.8415 5.323369e-05 27.085
5.8422 5.356966e-05 27.078
5.8429 5.357690e-05 27.078
5.8436 5.331305e-05 27.083
5.8443 5.363930e-05 27.076
5.8450 5.386838e-05 27.072
5.8457 5.376581e-05 27.074
5.8464 5.397902e-05 27.069
5.8471 5.384693e-05 27.072
5.8478 5.341597e-05 27.081
5.8485 5.354349e-05 27.078
5.8492 5.348363e-05 27.079
5.8499 5.310882e-05 27.087
5.8506 5.326685e-05 27.084
5.8513 5.339565e-05 27.081
5.8520 5.343172e-05 27.081
5.8527 5.382775e-05 27.072
5.8534 5.384410e-05 27.072
5.8541 5.348801e-05 27.079
5.8548 5.359448e-05 27.077
5.8555 5.354856e-05 27.078
5.8562 5.327507e-05 27.084
5.8569 5.372295e-05 27.075
5.8576 5.377957e-05 27.073
5.8583 5.334180e-05 27.082
5.8590 5.343047e-05 27.081
5.8597 5.317278e-05 27.086
5.8604 5.264445e-05 27.097
5.8611 5.277277e-05 27.094
5.8618 5.267059e-05 27.096
5.8625 5.238340e-05 27.102
5.8632 5.268827e-05 27.096
5.8639 5.269688e-05 27.096
5.8646 5.258977e-05 27.098
5.8653 5.322052e-05 27.085
5.8660 5.348257e-05 27.079
5.8667 5.323779e-05 27.084
5.8674 5.315811e-05 27.086
5.8681 5.306823e-05 27.088
5.8688 5.285743e-05 27.092
5.8695 5.304910e-05 27.088
5.8702 5.276571e-05 27.094
5.8709 5.212046e-05 27.107
5.8716 5.227079e-05 27.104
5.8723 5.237332e-05 27.102
5.8730 5.222054e-05 27.105
5.8737 5.240312e-05 27.102
5.8744 5.252713e-05 27.099
5.8751 5.255951e-05 27.098
5.8758 5.300162e-05 27.089
5.8765 5.311750e-05 27.087
5.8772 5.285523e-05 27.092
5.8779 5.307338e-05 27.088
5.8786 5.334508e-05 27.082
5.8793 5.354354e-05 27.078
5.8800 5.391817e-05 27.071
5.8807 5.397909e-05 27.069
5.8814 5.373942e-05 27.074
5.8821 5.406096e-05 27.068
5.8828 5.408705e-05 27.067
5.8835 5.379230e-05 27.073
5.8842 5.399891e-05 27.069
5.8849 5.388314e-05 27.071
5.8856 5.329141e-05 27.083
5.8863 5.325311e-05 27.084
5.8870 5.283200e-05 27.093
5.8877 5.212555e-05 27.107
5.8884 5.222355e-05 27.105
5.8891 5.229779e-05 27.104
5.8898 5.238727e-05 27.102
5.8905 5.294142e-05 27.091
5.8912 5.317977e-05 27.086
5.8919 5.325732e-05 27.084
5.8926 5.397474e-05 27.070
5.8933 5.426376e-05 27.064
5.8940 5.418890e-05 27.065
5.8947 5.457384e-05 27.058
5.8954 5.458697e-05 27.057
5.8961 5.424882e-05 27.064
5.8968 5.446917e-05 27.060
5.8975 5.428225e-05 27.063
5.8982 5.380320e-05 27.073
5.8989 5.404953e-05 27.068
5.8996 5.419368e-05 27.065
5.9003 5.408658e-05 27.067
5.9010 5.429582e-05 27.063
5.9017 5.404383e-05 27.068
5.9024 5.358273e-05 27.077
5.9031 5.342106e-05 27.081
5.9038 5.270986e-05 27.095
5.9045 5.151309e-05 27.120
5.9052 5.155428e-05 27.119
5.9059 5.142668e-05 27.122
5.9066 5.132536e-05 27.124
5.9073 5.205960e-05 27.109
5.9080 5.257884e-05 27.098
5.9087 5.272612e-05 27.095
5.9094 5.328882e-05 27.083
5.9101 5.332862e-05 27.083
5.9108 5.297078e-05 27.090
5.9115 5.276008e-05 27.094
5.9122 5.237736e-05 27.102
5.9129 5.257791e-05 27.098
5.9136 5.368037e-05 27.075
5.9143 5.442208e-05 27.061
5.9150 5.444589e-05 27.060
5.9157 5.476813e-05 27.054
5.9164 5.491197e-05 27.051
5.9171 5.472195e-05 27.055
5.9178 5.507171e-05 27.048
5.9185 5.507509e-05 27.048
5.9192 5.468638e-05 27.055
5.9199 5.480869e-05 27.053
5.9206 5.459343e-05 27.057
5.9213 5.409140e-05 27.067
5.9220 5.425361e-05 27.064
5.9227 5.406484e-05 27.068
5.9234 5.329703e-05 27.083
5.9241 5.314536e-05 27.086
5.9248 5.257305e-05 27.098
5.9255 5.180090e-05 27.114
5.9262 5.169814e-05 27.116
5.9269 5.133616e-05 27.124
5.9276 5.110081e-05 27.129
5.9283 5.200345e-05 27.110
5.9290 5.261984e-05 27.097
5.9297 5.286819e-05 27.092
5.9304 5.367537e-05 27.076
5.9311 5.412120e-05 27.067
5.9318 5.426543e-05 27.064
5.9325 5.472981e-05 27.054
5.9332 5.488244e-05 27.051
5.9339 5.474353e-05 27.054
5.9346 5.509586e-05 27.047
5.9353 5.511984e-05 27.047
5.9360 5.491953e-05 27.051
5.9367 5.521826e-05 27.045
5.9374 5.525399e-05 27.044
5.9381 5.503816e-05 27.048
5.9388 5.543912e-05 27.040
5.9395 5.541988e-05 27.041
5.9402 5.501780e-05 27.049
5.9409 5.527413e-05 27.044
5.9416 5.524691e-05 27.044
5.9423 5.479660e-05 27.053
5.9430 5.490754e-05 27.051
5.9437 5.466660e-05 27.056
5.9444 5.414394e-05 27.066
5.9451 5.405776e-05 27.068
5.9458 5.353547e-05 27.078
5.9465 5.225569e-05 27.105
5.9472 5.061183e-05 27.139
5.9479 4.885586e-05 27.178
5.9486 4.776053e-05 27.202
5.9493 4.870980e-05 27.181
5.9500 4.944275e-05 27.165
5.9507 4.974161e-05 27.158
5.9514 5.028879e-05 27.146
5.9521 5.082969e-05 27.135
5.9528 5.130718e-05 27.125
5.9535 5.236688e-05 27.102
5.9542 5.310594e-05 27.087
5.9549 5.322541e-05 27.085
5.9556 5.396945e-05 27.070
5.9563 5.420100e-05 27.065
5.9570 5.413660e-05 27.066
5.9577 5.455438e-05 27.058
5.9584 5.444464e-05 27.060
5.9591 5.390005e-05 27.071
5.9598 5.406961e-05 27.068
5.9605 5.427589e-05 27.063
5.9612 5.435521e-05 27.062
5.9619 5.492343e-05 27.051
5.9626 5.505958e-05 27.048
5.9633 5.484587e-05 27.052
5.9640 5.520475e-05 27.045
5.9647 5.532562e-05 27.043
5.9654 5.515326e-05 27.046
5.9661 5.554424e-05 27.038
5.9668 5.545587e-05 27.040
5.9675 5.503511e-05 27.048
5.9682 5.531578e-05 27.043
5.9689 5.530116e-05 27.043
5.9696 5.497808e-05 27.050
5.9703 5.527140e-05 27.044
5.9710 5.519245e-05 27.045
5.9717 5.477226e-05 27.054
5.9724 5.488582e-05 27.051
5.9731 5.462327e-05 27.057
5.9738 5.397466e-05 27.070
5.9745 5.368940e-05 27.075
5.9752 5.303703e-05 27.089
5.9759 5.181464e-05 27.114
5.9766 5.097586e-05 27.132
5.9773 4.948430e-05 27.164
5.9780 4.652873e-05 27.231
5.9787 4.462176e-05 27.276
5.9794 4.342182e-05 27.306
5.9801 4.368033e-05 27.299
5.9808 4.549762e-05 27.255
5.9815 4.729879e-05 27.213
5.9822 4.829331e-05 27.190
5.9829 4.995088e-05 27.154
5.9836 5.091222e-05 27.133
5.9843 5.152067e-05 27.120
5.9850 5.258233e-05 27.098
5.9857 5.310458e-05 27.087
5.9864 5.341456e-05 27.081
5.9871 5.407793e-05 27.067
5.9878 5.429377e-05 27.063
5.9885 5.413649e-05 27.066
5.9892 5.461762e-05 27.057
5.9899 5.490786e-05 27.051
5.9906 5.499221e-05 27.049
5.9913 5.555475e-05 27.038
5.9920 5.563420e-05 27.037
5.9927 5.544834e-05 27.040
5.9934 5.584715e-05 27.032
5.9941 5.587740e-05 27.032
5.9948 5.566329e-05 27.036
5.9955 5.602560e-05 27.029
5.9962 5.601327e-05 27.029
5.9969 5.575369e-05 27.034
5.9976 5.608874e-05 27.028
5.9983 5.621290e-05 27.025
5.9990 5.602055e-05 27.029
5.9997 5.627513e-05 27.024
6.0004 5.626968e-05 27.024
6.0011 5.596703e-05 27.030
6.0018 5.619733e-05 27.026
6.0025 5.617703e-05 27.026
6.0032 5.590922e-05 27.031
6.0039 5.620299e-05 27.026
6.0046 5.620098e-05 27.026
6.0053 5.586420e-05 27.032
6.0060 5.597743e-05 27.030
6.0067 5.570656e-05 27.035
6.0074 5.523037e-05 27.045
6.0081 5.541515e-05 27.041
6.0088 5.532854e-05 27.043
6.0095 5.504346e-05 27.048
6.0102 5.529230e-05 27.043
6.0109 5.510826e-05 27.047
6.0116 5.464629e-05 27.056
6.0123 5.467323e-05 27.056
6.0130 5.434790e-05 27.062
6.0137 5.348912e-05 27.079
6.0144 5.335896e-05 27.082
6.0151 5.287079e-05 27.092
6.0158 5.211034e-05 27.108
6.0165 5.198140e-05 27.110
6.0172 5.121853e-05 27.126
6.0179 5.045144e-05 27.143
6.0186 5.052281e-05 27.141
6.0193 5.082171e-05 27.135
6.0200 5.121609e-05 27.126
6.0207 5.232098e-05 27.103
6.0214 5.280395e-05 27.093
6.0221 5.302977e-05 27.089
6.0228 5.381918e-05 27.073
6.0235 5.422881e-05 27.064
6.0242 5.443221e-05 27.060
6.0249 5.490810e-05 27.051
6.0256 5.502411e-05 27.049
6.0263 5.485777e-05 27.052
6.0270 5.528592e-05 27.043
6.0277 5.528980e-05 27.043
6.0284 5.516915e-05 27.046
6.0291 5.564243e-05 27.036
6.0298 5.575717e-05 27.034
6.0305 5.571634e-05 27.035
6.0312 5.615489e-05 27.027
6.0319 5.624229e-05 27.025
6.0326 5.604509e-05 27.029
6.0333 5.628458e-05 27.024
6.0340 5.612704e-05 27.027
6.0347 5.579223e-05 27.034
6.0354 5.625463e-05 27.025
6.0361 5.646407e-05 27.021
6.0368 5.634429e-05 27.023
6.0375 5.673338e-05 27.015
6.0382 5.657849e-05 27.018
6.0389 5.628515e-05 27.024
6.0396 5.659843e-05 27.018
6.0403 5.648779e-05 27.020
6.0410 5.627467e-05 27.024
6.0417 5.667389e-05 27.017
6.0424 5.673575e-05 27.015
6.0431 5.646397e-05 27.021
6.0438 5.674590e-05 27.015
6.0445 5.666410e-05 27.017
6.0452 5.631707e-05 27.023
6.0459 5.656549e-05 27.019
6.0466 5.649847e-05 27.020
6.0473 5.617297e-05 27.026
6.0480 5.633684e-05 27.023
6.0487 5.625713e-05 27.025
6.0494 5.593491e-05 27.031
6.0501 5.617182e-05 27.026
6.0508 5.603298e-05 27.029
6.0515 5.561059e-05 27.037
6.0522 5.570393e-05 27.035
6.0529 5.539609e-05 27.041
6.0536 5.495556e-05 27.050
6.0543 5.528816e-05 27.043
6.0550 5.530531e-05 27.043
6.0557 5.491868e-05 27.051
6.0564 5.497839e-05 27.050
6.0571 5.458139e-05 27.057
6.0578 5.378901e-05 27.073
6.0585 5.366134e-05 27.076
6.0592 5.308266e-05 27.088
6.0599 5.192628e-05 27.112
6.0606 5.126720e-05 27.125
6.0613 4.970133e-05 27.159
6.0620 4.710675e-05 27.217
6.0627 4.476904e-05 27.273
6.0634 4.313643e-05 27.313
6.0641 4.331200e-05 27.308
6.0648 4.505338e-05 27.266
6.0655 4.669785e-05 27.227
6.0662 4.783813e-05 27.201
6.0669 4.962546e-05 27.161
6.0676 5.063893e-05 27.139
6.0683 5.133510e-05 27.124
6.0690 5.221886e-05 27.105
6.0697 5.263005e-05 27.097
6.0704 5.269850e-05 27.096
6.0711 5.309041e-05 27.087
6.0718 5.310118e-05 27.087
6.0725 5.293921e-05 27.091
6.0732 5.347000e-05 27.080
6.0739 5.355180e-05 27.078
6.0746 5.322977e-05 27.085
6.0753 5.343861e-05 27.080
6.0760 5.340890e-05 27.081
